previous_context,student_utterance,turn,subsequent_context,Offering Math Help,Successful Uptake
"(363) [T] You know, when we are dealing with those fractions, as we saw in our first example there, and you're using that much space,
(364) [T] then you will need a whole page only for one problem and won't be able to keep the overview anymore, or everything will become too big.
(365) [S] Yes, sure.
(366) [T] Well, I would try to do that a little bit smaller.
(367) [T] Yes, good.
(368) [S] Ma'am.
(369) [T] That's correct.",Is that right?,370,"(371) [T] Yes.
(372) [S] See.
(373) [S] Mrs. (inaudible), could you please come?
(374) [T] It's just a little bit strange that you always take your X to the right when you write it.
(375) [S] Yes, I did it differently this time.
(376) [T] It doesn't matter, it's just a bit uncommon.
(376) [T] You can be original if you like.",0,0
"(182) [T] Yep, bottles and cost.
(182) [T] And cost in dollars.
(182) [T] Okay, .
(182) [T] What information has been provided for us in the introduction to the problem?
(183) [S] There are 12 water bottles.
(183) [S] So there's 12 of them.
(184) [T] Okay.",And the water costs $9.,185,"(186) [T] So if any of you guys have ever been to a Rockies game or a festival or maybe a Broncos game, outside the stadium, a lot of times there's somebody selling water and you're like, ""Thank goodness you're here.""
(186) [T] But those people, a lot of times they go to grocery stores, they buy a big container of water, a big pallet of water, maybe 48 or 60 water bottles.
(186) [T] They figure out their unit price.
(186) [T] And then they figure out how much can they charge people in order to make a profit.
(186) [T] So we're going to look at a bottle of water problem.
(186) [T] Our first problem here says, ""How many bottles of water can you buy for $3?""
(186) [T] Okay?",1,0
"(166) [T] 37
(167) [S] I already found it.
(167) [S] .
(168) [T] .
(168) [T] All right.
(168) [T] So the rest are the rectangle.
(168) [T] The directions say, draw a rectangle on the grid, then fill in the blank.",.,169,"(170) [T] So they're asking  draw a rectangle with a length of five and a width of eight.
(170) [T] We want a five by eight rectangle.
(170) [T] So I would say, one, I'm going to use the other marker, that's not going to go with me.
(170) [T] But that's okay.
(170) [T] One, two, three, four, five.
(170) [T] And then we're going to go by eight.
(170) [T] One, two, three, four, five, six, seven, eight.",0,0
"(164) [S] They're both the same answer.
(165) [S] They're both the same answer.
(166) [S] I know.
(168) [S] But why would we need the purple.
(168) [S] The purple would be  too big.
(169) [S] Six purples equal up to the whole train you made.
(170) [S] But why do we need - we don't need sixths.",We only need  thirds and fourths.,170,"(171) [S] Yeah why would we need that?
(172) [S] And twelfths and twenty-fourths.
(172) [S] That's all we need.
(173) [S] Ok [sighs]
(174) [S] I don't think we need sixths.
(175) [T] So it sounds like Amy is answering a different question.
(175) [T] I  think I hear the que- I hear what Amy is saying because I  heard her say it earlier.",1,1
"(220) [T] It's the method step-by-step that you use.
(220) [T] I haven't asked you to write anything on your boards.
(220) [T] your pencil and your marker.
(221) [T] All right.
(221) [T] But listen to me carefully, my friends.
(221) [T] We're going to go step-by-step and use the steps in the algorithm.
(221) [T] So even if you feel comfortable with it-",S-,222,"(223) [T] ...
(223) [T] I'm going to solve this like that-
(224) [S] S-
(225) [T] ...
(225) [T] I still want us to go step-by-step.
(225) [T] Is that clear?
(226) [S] Mm-hmm .",0,0
"(75) [T] I want to give you time for our main constructed response before we start.
(76) [T] Ariana, what did you put for the dividend?
(77) [S] I put 96.
(78) [T] Did everyone put 96?
(79) [S] Yeah.
(80) [T] Okay.
(80) [T] So what did you put for the divisor?",Three.,81,"(82) [T] Three.
(82) [T] Okay.
(82) [T] What was the quotient?
(83) [S] 32
(84) [T] Does everyone agree with that?
(85) [S] Yes.
(86) [T] Okay.",0,0
"(65) [T] Sorry.
(65) [T] I might have cut some of you short.
(65) [T] Cecilia.
(65) [T] What did you and your partner say?
(66) [S] We talked about how .
(66) [S] We talked about how-- like let's say we have two fifths, you times it by the same number like--
(67) [T] Harrison, bring me your whiteboard and marker.",Times the numerator by the same number as you times the denominator.,68,"(69) [T] Numerator by the same number as the denominator.
(69) [T] Fiona?
(70) [S] We talked about how maybe the rule could be when you multiply the numerator and denominator by the same number.
(71) [T] Multiply the numerator and the denominator with the same number.
(71) [T] Simple as that?
(71) [T] Yes.
(71) [T] Okay.",1,1
"(423) [T] Okay?
(423) [T] I don't- That's why I do it that way.
(423) [T] Andrea?
(424) [S] Do you have to put it down there?
(425) [T] You don't have to but I think it's- it makes it clearer to see.
(425) [T] Okay?
(425) [T] Tim?",Would it make a difference if we put it around N plus or not?,426,"(427) [T] Well, in this case, we have two operation signs technically, so that's why we- I did it here.
(427) [T] Marcus?
(428) [S] What if you switched it around (inaudible) negative three before?
(429) [T] Before N?
(430) [S] Yeah.
(431) [T] That would work okay.
(431) [T] But it's- but- It's backwards here from what the words are.",0,1
"(32) [S] ?
(32) [S] Be specific in your description.
(33) [T] 
Good.
(33) [T] So back to your description of what you believe the trapezoid is going to look like with the new X-coordinates.
(33) [T] Number two on the next page.
(33) [T] Who can read that next question?
(33) [T] Cece?",Use a ruler to write the coordinates for the new trapezoid.,34,"(35) [T] 
Okay, so now you're going to write her new rule.
(35) [T] Number three, you're going to write her new ordered pairs.
(35) [T] What does number three say?
(35) [T] I'm on page 42. Ethan?
(36) [S] Plot the new coordinates on the grid below.
(36) [S] Connect the points in the same order you plot them.
(37) [T] Good.",0,0
"(181) [T] That was one team or one wrestling guy.
(181) [T] The 90 wrestled everybody.
(181) [T] Now my one has to wrestle everybody, right?
(181) [T] We're going to be one times 50, one times three.
(181) [T] You with me?
(181) [T] We're going to start with one times 50.
(181) [T] What's one times 50?",50,182,"(183) [T] 50
(183) [T] And then what are we going to do over here?
(183) [T] One times what?
(184) [S] Three.
(185) [T] ... times three, what's one times three?
(186) [S] Three.
(187) [S] Enter the total.",0,0
