previous_context,student_utterance,turn,subsequent_context,Offering Math Help,Successful Uptake
"(170) [T] Yeah.
(170) [T] I'd have a fraction, right?
(170) [T] This is a fraction.
(170) [T] The only problem is, I don't have any numbers yet, right?
(170) [T] I'm missing my numbers for my fraction.
(170) [T] But do I have a numerator and a denominator?
(170) [T] Hello?",Yes.,171,"(172) [T] What's my numerator?
(172) [T] Aleah, what's my numerator in this problem?
(172) [T] Look at the board.
(172) [T] It's not a trick.
(173) [S] Is it cup?
(174) [T] Cups.
(174) [T] Okay.",0,0
"(56) [T] So maybe after you talk, I might get some new hands up.
(57) [S] Uh, the square inches for the
(58) [T] the square inches?
(58) [T] Sure.
(58) [T] So then, what's the area of this rectangle?
(59) [S] 28
(60) [T] And how do you know?",Because of the square inches.,61,"(62) [T] How many… so, what are you looking at?
(62) [T] The square inches… you're actually looking at… what's inside.
(63) [S] The area?
(64) [T] The area?
(64) [T] And what's the area?
(64) [T] What actually is it?
(64) [T] What do you see?",0,0
"(312) [T] Have a seat.
(312) [T] Okay.
(312) [T] Those of you with 181 and half, I would like you to walk over to someone sitting and tell them what you did.
(312) [T] Go.
(313) [S] So what did was I did 60 plus 60
(314) [T] Not Kaylee, not Kaylee.
(314) [T] Thank you Andrew.","Plus another 60, which gives me 180.",316,"(316) [S] Then I added the half  then I did 120 plus 61  sorry, can you turn  and then I added half
(317) [T] Okay, please return  to your seats after you are done explaining.
(318) [S] And then 180 plus  why did you just  because you're adding all
(319) [T] Alison, tell me what you did wrong.
(319) [T] And what you didn't understand.
(320) [S] I was thinking but now that I'm saying it
(321) [T] Explain why.",1,0
"(nan) [T] Um, Matt seems to think that seven has the same number of outcomes as eight.
(nan) [S] No.
(nan) [S] It does.
(nan) [S] Does it? 
(nan) [S] Wait, we have it somewhere here.
(nan) [S] Look‐
(nan) [S] No. ",It doesn’t. ,,"(nan) [S] Matt had‐
(nan) [S] They do.
(nan) [S] Matt’s and Ankur’s‐
(nan) [S] No, you just switch ‘em around and you have it.
(nan) [S] No, it doesn’t. 
(nan) [S] In this chart, pl‐seven has six‐six different ways. 
(nan) [S] With eight, only has five. ",0,1
"(15) [T] Okay, thanks, Christian.
(15) [T] Okay, Evan.
(16) [S] That 47 is vertical to *inaudible*
(17) [T] 47 is vertical.
(17) [T] I like I said that to the empty one.
(17) [T] Yeah.
(17) [T] Okay, so what we do now?",47 minus x equals 180?,18,"(19) [T] These make a 180.
(19) [T] And I'm going to write it just slightly differently than what you said.
(19) [T] But 47 plus x equals 180.
(19) [T] So we would subtract 47 to find x.
(19) [T] That sound good?
(19) [T] So x is 133.
(19) [T] Okay, x is 133. does that sound good Everyone?",1,1
"(nan) [S]  You did the same. 
(nan) [S] You went in the same pattern I did
(nan) [S] Ankur, do you see what I'm saying, though, with that?
(nan) [S] You did. 
(nan) [S] And then you moved the B over and then you moved the other Baver.
(nan) [S] That these numbers are really odd.
(nan) [S] Brian, did you get eighteen? ",For six,,"(nan) [S] For six?
(nan) [S] For the six games. 
(nan) [S] He has twenty-one for seven. 
(nan) [S] Actually
(nan) [S] Total like, like
(nan) [S] Forty-two
(nan) [S] Yeah",0,1
"(600) [S] It is impressive, huh?
(601) [T] What does this have to do with the towers and what you were showing me about a plus b to the n?
(602) [S] Well, you want- you asked us why you multiply.
(603) [T] And why, why they would be.
(604) [S] We just answered why we multiply.
(605) [S] Yeah.
(606) [S] Yeah. ",We're not there yet.,607.0,"(608) [T] OK.
(609) [S] We're still working on that.
(610) [S] Yeah, all right.
(611) [S] All right. 
(nan) [S] So that's why you multiply.
(612) [S] All right. 
(613) [S] Moving on. ",0,1
"(138) [T] 3 times 10=26.
(138) [T] 3x8
(138) [T] because that=24 with 2 left.
(138) [T] If I do-- No, this would be 282.
(139) [S] Also .
(140) [T] All right, Hadley.
(140) [T] I got to do this differently.",Sorry.,141,"(142) [T] Go get me a piece of--
(143) [S] Excuse me, ?
(144) [T] Yes sir.
(145) [S] .
(146) [T] Would I have to round this up?
(146) [T] Because if I have two left, would it be--?
(146) [T] Then what would I do?",0,0
"(203) [S] 1/15.
(204) [T] 15
(204) [T] Yes, 1/15.
(204) [T] That's what you're saying.
(204) [T] 3 + 15 is?
(205) [S] 18
(206) [T] Now can we subtract?",Yes.,207,"(208) [T] Yes.
(208) [T] 9 - 4?
(208) [T] Class?
(209) [S] 5
(210) [T] 18 - 10?
(211) [S] 8
(212) [T] 5 and 8/15, do we agree?",0,0
"(55) [S] That would be lower than all, both.
(56) [T] That would be lower than both of them and you want to try and get it to be in the middle.
(56) [T] 4:4 you're right we could simplify it.
(56) [T] What can we do so that maybe our hamster could get a whole number of treats?
(56) [T] Do you know Damien?
(57) [S] I don't know the actual number but I think that we could change the number of tricks that they do.
(58) [T] Yes, to what?",To three.,59,"(60) [T] Okay.
(60) [T] If we scale this up to three, what happens?
(61) [S] The we have to scale that up to 10.5.
(62) [T] You could definitely do that.
(62) [T] You could also-- Is there something else that you could do?
(62) [T] You don't have to go all the way up to three.
(62) [T] You could just go up to 2.",1,1
"(9) [S] I’ll tell you what it is…
(10) [S] I think you’re right, Mike.
(11) [S] I’ll tell you what it is.
(12) [T] If you’re telling me there is none, you gotta prove to me  there is none.
(13) [S] It’s 9.
(14) [T] How can you prove to me there is none?
(14) [T] If you think you  can prove to me there isn’t any, [Michael: It’s 9.]",It’s 9.,,"(14) [T] I’d like  you to come up to the overhead and do it.
(15) [S] Prove to me is just another why of saying “why.”
(16) [S] (?)
(16) [S] We can do it now.
(17) [T] How many of you, how many people think there is no rod  that’s half as long as the blue rod?
(17) [T] Raise your, raise your  hand.
(17) [T] Okay, now can you come up and prove it?",0,0
"(474) [S] Oh because six divided by 2 is 3 and then it's not.
(475) [T] How many times does three go into one?
(476) [S] Zero!
(477) [T] So now we have our decimal points.
(477) [T] And these are all...
(478) [S] Zeros.
(479) [T] How many times does three go into 10?",Three.,480,"(481) [T] What's three times three?
(482) [S] Nine!
(483) [T] Leaving us with?
(484) [S] One!
(485) [T] Now we move to our next zero.
(485) [T] And look at what we have, the same pattern.
(485) [T] How many times does three go into 10?",0,0
"(nan) [S] Eight, eight, two. 
(nan) [S] Eight, eight, two. 
(nan) [S] oh no.'
(nan) [S]  I mean one.
(nan) [S] Three, three, three.
(nan) [S] No, one, three.
(nan) [T] Is that legal or illegal?",That’s cheesy.,,"(nan) [S] That’s still legal.
(nan) [S] True.
(nan) [S] Six plus two plus zero.
(nan) [T] Let’s make one that is legal and a false statement.
(nan) [S] I know. 
(nan) [S] I know. 
(nan) [S] Okay, eight, eight, two. ",0,0
"(5) [T] You need to make sure you have your steps on your paper and you explain.
(5) [T] Here's your problem, what you're doing.
(5) [T] This should be five minutes or less.
(5) [T] We're starting off with one like this.
(5) [T] Here's the math message.
(5) [T] It says find the area.
(5) [T] Everybody tell me the formula for area.",Length times width.,6,"(7) [T] Thank you.
(7) [T] If you remember that, but interesting.
(7) [T] I have this rectangle.
(7) [T] Obviously, it's just on paper because it says, the perimeter of this rectangle of 752 inches, they give you one side, but they want to know the area.
(7) [T] We've been doing multi-step word problems.
(7) [T] I want to see if you can use some steps to figure the area of this rectangle.
(7) [T] I know, what do I know?",0,0
"(59) [T] Did you want that?
(59) [T] No.
(61) [S] Maybe he was trying to focus on the children and instead of  just the boat.
(63) [S] Yeah, he was probably trying maybe to make them look  bigger, like you're looking at the children, not the boat
(65) [T] I, I
(67) [S] like he doesn't, he just put the boat in
(69) [T] Yeah",Cause they're at the dock.,71,"(71) [S] Yeah, but he wasn't just focusing  on the boat.
(73) [T] Maybe the boat wasn’t intended to be so close, but that he  could make it, you know, the dock, not as far out as those  things.
(73) [T] Or maybe he didn't think about it, all those things.
(73) [T] That wasn’t what he was focusing on, but I think suppose  changed this, suppose we took this story and made it a math  problem.
(73) [T] Suppose we changed it for a different purpose.
(73) [T] And  I said to all of you, I want you to go and make me a model of  two children, right, and they're sitting at a dock and they're  fishing, and they just caught a fish, right?
(73) [T] Let's not make it a  sea monster and let's change it a little bit, they're fishing and  then their boat is docked somewhere, do you understand?",0,1
"(29) [T] 16
(29) [T] How did you get 15 over 24?
(30) [S] No 16.
(31) [T] Oh 16.
(31) [T] Eli?
(32) [S] I know another one, but I also noticed something.
(32) [S] If you just keep going in an order it's adding two to the numerator and adding 3 to the denominator.",I noticed that too.,33,"(34) [T] Hunter?
(35) [S] 100/150.
(36) [T] 100/150.
(36) [T] Okay, erase your boards clean.
(37) [S] 2000/3000
(38) [T] 2000/3000.
(38) [T] What did I say, wipe the boards clean.",0,1
"(23) [T] Okay, so I'm going back to and I am going to call on another person.Mia, Turn your microphone on.
(24) [S] Hello.
(25) [T] hello.
(25) [T] Okay.
(25) [T] Tell me what you guys get talked about.
(26) [S] We talked about how we
(27) [T] What were your answer?","Our answers was um, 2/4th, 3/6ths 4/8ths, 5/10ths, 6/12ths-7/14ths, 8/16ths, 9/18ths and 10/20ths.",28,"(29) [T] Okay, excellent.
(29) [T] So remember when I talked about number sense, remember when I used the word number sense?
(29) [T] and that was being able to look at a number and know things?
(29) [T] What would I consider number sense here?
(29) [T] What did you have to know Zach?
(30) [S] You know, what, half of whatever number it was.
(31) [T] *inauidble* This would be something You learned way back in first or second grade?",0,0
"(29) [S] Three eight.
(30) [T] No, I switched it so we're on the right lesson.
(31) [S] What lesson is it?
(32) [T] Three seven.
(33) [S] Because every time I would-
(34) [T] I know, I switched it.
(34) [T] I don't need the Hunter",Do we have to write who runs farther?,35,"(36) [T] Does it ask who runs farther?
(36) [T] It says, ""Jake mowed lawns about one third of an hour on Saturday and one and three fourths hour on Sunday.""
(36) [T] Saturday's lawn mowing.
(36) [T] Sunday's lawn mowing.
(36) [T] Combined, about how many hours did he spend mowing the lawn?
(36) [T] Nobody is running anywhere.
(36) [T] Nelson, what you doing?",0,0
"(8) [S] She
(9) [S] No.
(10) [S] out of .
(10) [S] How do I make into a fourth?
(10) [S] I made into a half
(11) [S] Huh?
(12) [S] A third.",You have to make it into two thirds.,12,"(13) [S] do that
(14) [S] I don't know.
(14) [S] do that
(15) [S] Caleb.
(15) [S] Caleb.
(15) [S] Caleb.
(15) [S] Caleb",1,1
"(243) [S] Fifty-Fifty
(244) [T] Listen to my question for a minute.
(244) [T] Could it be impossible that we’re gonna pull a yellow?
(245) [S] Yeah.
(246) [S] No.
(247) [S] If you take out all the yellows then it’s impossible to take out to a yellow.
(248) [T] Would it be impossible on the next draw?",No.,249,"(250) [S] No.
(251) [T] That we would draw a yellow?
(252) [T] Five, four, three, two, one.
(253) [T] Is there anybody in the class who thinks it’s impossible that we could draw a yellow on the next draw?
(254) [S] In the middle of unlikely and impossible.
(255) [T] Why?
(255) [S] Well because...",0,0
"(188) [S] .
(189) [T] You want to change this fraction with a denominator six by multiplying by two.
(189) [T] How do we feel about Eli's choices here?
(190) [S] Yes.
(191) [S] Yes.
(192) [T] Yes?
(192) [T] Two times five is?",Ten.,193,"(194) [S] the denominator.
(195) [T] Yes, we should be right?
(195) [T] Because it's an improper fraction.
(195) [T] Now what?
(195) [T] Kai?
(196) [S] It's improper so you have to put it to proper again?
(197) [T] Not yet.",0,0
"(371) [T] It's better to get the correct answer than to finish quickly with all the results wrong, you're right...
(371) [T] So here we get to two X is equal to...
(372) [T] because minus two X minus five.
(373) [S] Minus one.
(374) [T] Minus?
(375) [S] Minus (inaudible).
(376) [S] No, minus 13.",Minus 18.,377,"(378) [S] But how much is it when one does minus 13 minus five?
(379) [S] Minus 18.
(380) [T] Well, minus 13 minus five, you've got 13 objects missing, someone asks you for five more, you've got 18 missing.
(381) [S] Ha, yeah.
(382) [S] (inaudible) divided by two.
(383) [T] It seems to me, I don't know... And then after?
(384) [S] Divided by a half.",0,1
